ID	adj.P.Val	P.Value	t	B	logFC	GI	Gene.symbol	Gene.title
ILMN_1660433	1.07e-01	3.86e-02	-2.07	-4.845382	-4.04e-02	297139702	ARID1B	AT-rich interaction domain 1B
ILMN_1737949	1.07e-01	3.86e-02	-2.07	-4.84566	-1.50e-01	189083756	GALNS	galactosamine (N-acetyl)-6-sulfatase
ILMN_1704164	1.07e-01	3.86e-02	2.07	-4.845672	1.37e-01	636742894	ATP13A2	ATPase 13A2
ILMN_1789123	1.07e-01	3.86e-02	-2.07	-4.845948	-1.34e-01	299829199	PLK4	polo like kinase 4
ILMN_2214947	1.07e-01	3.86e-02	2.07	-4.846128	2.00e-02	750321972	SCART1	scavenger receptor protein family member
ILMN_1789394	1.07e-01	3.86e-02	2.07	-4.846305	1.24e-01	221316608	CATSPER1	cation channel sperm associated 1
ILMN_1725407	1.07e-01	3.86e-02	-2.07	-4.846349	-4.83e-02	NA		
ILMN_1909312	1.07e-01	3.87e-02	-2.07	-4.846868	-7.95e-02	NA		
ILMN_1747627	1.07e-01	3.87e-02	2.07	-4.847252	1.78e-01	150417979	ABCA2	ATP binding cassette subfamily A member 2
ILMN_1810836	1.07e-01	3.87e-02	-2.07	-4.848133	-2.02e-01	61744434	PDE5A	phosphodiesterase 5A
ILMN_2218104	1.07e-01	3.87e-02	-2.07	-4.848233	-6.21e-02	4557818	PAH	phenylalanine hydroxylase
ILMN_1740076	1.07e-01	3.87e-02	-2.07	-4.848308	-8.07e-02	291621699	SLC16A12	solute carrier family 16 member 12
ILMN_2117809	1.07e-01	3.88e-02	-2.07	-4.848897	-1.42e-01	NA		
ILMN_1908133	1.07e-01	3.88e-02	2.07	-4.849398	6.33e-02	NA		
ILMN_3224888	1.07e-01	3.88e-02	2.07	-4.849808	3.22e-02	NA		
ILMN_2067421	1.07e-01	3.88e-02	-2.07	-4.85001	-6.18e-02	NA		
ILMN_1685679	1.07e-01	3.88e-02	-2.07	-4.850587	-1.45e-01	338827718	RNF146	ring finger protein 146
ILMN_1700791	1.07e-01	3.88e-02	-2.07	-4.850599	-3.53e-02	574957262	EHMT2	euchromatic histone lysine methyltransferase 2
ILMN_1683690	1.07e-01	3.88e-02	-2.07	-4.850905	-7.98e-02	150456470	DCDC2B	doublecortin domain containing 2B
ILMN_1911964	1.07e-01	3.88e-02	2.07	-4.85095	6.17e-02	18986722		
ILMN_1770410	1.07e-01	3.89e-02	-2.07	-4.851076	-1.02e-01	NA		
ILMN_2342630	1.07e-01	3.89e-02	2.07	-4.851295	1.37e-02	209954817	ADGRL1	adhesion G protein-coupled receptor L1
ILMN_1729635	1.07e-01	3.89e-02	2.07	-4.851589	1.35e-01	NA		
ILMN_1803570	1.07e-01	3.89e-02	-2.07	-4.85167	-1.28e-01	40548423	BRI3BP	BRI3 binding protein
ILMN_3202093	1.07e-01	3.89e-02	-2.07	-4.851972	-1.59e-01	NA		
ILMN_1708077	1.07e-01	3.89e-02	2.07	-4.851998	1.33e-01	215422390	DAXX	death domain associated protein
ILMN_1693109	1.07e-01	3.89e-02	-2.07	-4.852091	-5.15e-02	NA		
ILMN_3237579	1.07e-01	3.89e-02	2.07	-4.852449	1.44e-01	1010223867	ZNF845	zinc finger protein 845
ILMN_1671565	1.07e-01	3.89e-02	-2.07	-4.852789	-1.02e-01	156071486	RNASET2	ribonuclease T2
ILMN_1680932	1.07e-01	3.89e-02	-2.07	-4.852902	-5.06e-02	308153259	OSBPL9	oxysterol binding protein like 9
ILMN_1784302	1.07e-01	3.90e-02	-2.07	-4.853286	-5.53e-02	231563299	LIPJ	lipase family member J
ILMN_1661443	1.07e-01	3.90e-02	-2.07	-4.853414	-5.46e-02	219879813	GRAMD2	GRAM domain containing 2
ILMN_1812600	1.08e-01	3.90e-02	-2.07	-4.85398	-7.65e-02	NA		
ILMN_1713758	1.08e-01	3.90e-02	2.07	-4.854155	1.07e-02	974060732	OPRL1	opioid related nociceptin receptor 1
ILMN_1694734	1.08e-01	3.90e-02	-2.07	-4.854209	-5.84e-02	310923091	RUNX1T1	RUNX1 translocation partner 1
ILMN_1775473	1.08e-01	3.90e-02	2.07	-4.854238	1.10e-01	NA		
ILMN_1726856	1.08e-01	3.90e-02	-2.07	-4.854386	-7.70e-02	NA		
ILMN_3242851	1.08e-01	3.90e-02	2.07	-4.854667	1.94e-02	NA		
ILMN_1702637	1.08e-01	3.90e-02	-2.07	-4.854676	-1.50e-01	68533248	BEX1	brain expressed X-linked 1
ILMN_1753523	1.08e-01	3.90e-02	-2.07	-4.854686	-3.86e-02	NA		
ILMN_1722850	1.08e-01	3.90e-02	-2.07	-4.85472	-5.99e-02	397174760	VGLL2	vestigial like family member 2
ILMN_1693303	1.08e-01	3.91e-02	-2.07	-4.855375	-7.68e-02	116268092	TAS2R41	taste 2 receptor member 41
ILMN_2191803	1.08e-01	3.91e-02	-2.07	-4.855435	-5.55e-02	372220086	MYPN	myopalladin
ILMN_2148913	1.08e-01	3.91e-02	-2.07	-4.855547	-8.35e-02	948284352	TMEM45A	transmembrane protein 45A
ILMN_3205656	1.08e-01	3.91e-02	2.07	-4.855584	1.27e-01	NA		
ILMN_1717313	1.08e-01	3.91e-02	2.07	-4.855633	1.81e-01	71274108	NFKBIE	NFKB inhibitor epsilon
ILMN_2204664	1.08e-01	3.91e-02	2.07	-4.85586	1.79e-01	506327997	NBPF14	neuroblastoma breakpoint family member 14
ILMN_1797082	1.08e-01	3.91e-02	-2.07	-4.856288	-1.54e-01	197245415	SNX13	sorting nexin 13
ILMN_1873863	1.08e-01	3.91e-02	2.07	-4.85636	6.87e-02	NA		
ILMN_1655961	1.08e-01	3.91e-02	2.07	-4.856695	2.09e-01	NA		
ILMN_3240654	1.08e-01	3.91e-02	2.07	-4.857078	6.90e-03	NA		
ILMN_1765558	1.08e-01	3.91e-02	2.07	-4.857181	1.52e-02	48928051	NPAS2	neuronal PAS domain protein 2
ILMN_1769144	1.08e-01	3.92e-02	-2.07	-4.857556	-3.98e-02	148664221	YIPF7	Yip1 domain family member 7
ILMN_1687918	1.08e-01	3.92e-02	-2.07	-4.857704	-5.47e-02	NA		
ILMN_1659150	1.08e-01	3.92e-02	-2.07	-4.857776	-6.66e-02	156071469	HCN2	hyperpolarization activated cyclic nucleotide gated potassium channel 2
ILMN_1696883	1.08e-01	3.92e-02	-2.07	-4.857864	-1.45e-01	125656164	THOC2	THO complex 2
ILMN_1653133	1.08e-01	3.92e-02	-2.07	-4.858015	-6.17e-02	193083140	SH3D19	SH3 domain containing 19
ILMN_1685608	1.08e-01	3.92e-02	-2.06	-4.858234	-3.90e-02	223671935	NPTX2	neuronal pentraxin 2
ILMN_1843259	1.08e-01	3.92e-02	-2.06	-4.858967	-1.12e-01	4311453	LOC105370068	uncharacterized LOC105370068
ILMN_1811955	1.08e-01	3.92e-02	-2.06	-4.859445	-1.31e-01	545478994	PRMT5	protein arginine methyltransferase 5
ILMN_1699912	1.08e-01	3.92e-02	-2.06	-4.859585	-3.36e-02	154816206	SPDYE8P	speedy/RINGO cell cycle regulator family member E8, pseudogene
ILMN_1709050	1.08e-01	3.93e-02	-2.06	-4.859924	-5.65e-02	501355140	C11orf63	chromosome 11 open reading frame 63
ILMN_1662409	1.08e-01	3.93e-02	-2.06	-4.86028	-1.43e-01	NA		
ILMN_1752520	1.08e-01	3.93e-02	2.06	-4.860621	1.26e-01	157388964	SLFN11	schlafen family member 11
ILMN_3236010	1.08e-01	3.93e-02	2.06	-4.861281	1.26e-02	91982754	SCARNA11	small Cajal body-specific RNA 11
ILMN_1661137	1.08e-01	3.94e-02	-2.06	-4.86201	-6.84e-02	222446606	SH3RF2	SH3 domain containing ring finger 2
ILMN_1811258	1.08e-01	3.94e-02	-2.06	-4.862449	-1.63e-01	317575683	RELB	RELB proto-oncogene, NF-kB subunit
ILMN_1711725	1.08e-01	3.94e-02	2.06	-4.862652	1.78e-02	613410285	CCDC187	coiled-coil domain containing 187
ILMN_1849090	1.08e-01	3.94e-02	-2.06	-4.862714	-8.01e-02	8153410		
ILMN_1815079	1.08e-01	3.94e-02	-2.06	-4.863098	-1.41e-01	371875636	TICAM1	toll like receptor adaptor molecule 1
ILMN_1810069	1.08e-01	3.94e-02	2.06	-4.863115	1.47e-01	214830564	CCNYL1	cyclin Y like 1
ILMN_1787830	1.08e-01	3.94e-02	-2.06	-4.863442	-1.16e-01	NA		
ILMN_1896471	1.08e-01	3.94e-02	-2.06	-4.863556	-7.68e-02	8358691		
ILMN_1759708	1.09e-01	3.95e-02	-2.06	-4.863933	-7.51e-02	NA		
ILMN_1663944	1.09e-01	3.95e-02	-2.06	-4.864344	-7.78e-02	116268126	KNDC1	kinase non-catalytic C-lobe domain containing 1
ILMN_1747315	1.09e-01	3.95e-02	-2.06	-4.864433	-4.54e-02	732170691	MGC57346	ADP-ribosylation factor pseudogene
ILMN_1705213	1.09e-01	3.95e-02	-2.06	-4.86468	-9.81e-02	1009287484	TMBIM1	transmembrane BAX inhibitor motif containing 1
ILMN_1712067	1.09e-01	3.95e-02	-2.06	-4.864757	-1.08e-01	223941911	DRC7	dynein regulatory complex subunit 7
ILMN_1781148	1.09e-01	3.95e-02	2.06	-4.864991	2.28e-02	215598805	ASB10	ankyrin repeat and SOCS box containing 10
ILMN_3228753	1.09e-01	3.95e-02	-2.06	-4.865037	-7.88e-02	NA		
ILMN_1679176	1.09e-01	3.95e-02	-2.06	-4.865155	-5.67e-02	150036261	CLCA4	chloride channel accessory 4
ILMN_1848996	1.09e-01	3.95e-02	-2.06	-4.865253	-7.47e-02	4451878		
ILMN_2204526	1.09e-01	3.95e-02	-2.06	-4.865278	-3.94e-02	752507717	TCTEX1D4	Tctex1 domain containing 4
ILMN_3245822	1.09e-01	3.95e-02	2.06	-4.865309	2.57e-02	93352543	SCARNA17	small Cajal body-specific RNA 17
ILMN_2091717	1.09e-01	3.95e-02	-2.06	-4.86549	-5.08e-02	NA		
ILMN_1759563	1.09e-01	3.95e-02	-2.06	-4.865829	-1.63e-01	221139820	NRIP3	nuclear receptor interacting protein 3
ILMN_1677589	1.09e-01	3.95e-02	-2.06	-4.865968	-5.27e-02	545478795	JMJD1C	jumonji domain containing 1C
ILMN_1698085	1.09e-01	3.96e-02	2.06	-4.86605	3.69e-02	556503374	NOP9	NOP9 nucleolar protein
ILMN_1706938	1.09e-01	3.96e-02	-2.06	-4.866057	-5.00e-02	NA		
ILMN_3237132	1.09e-01	3.96e-02	-2.06	-4.8663	-7.96e-02	239735503	ALMS1P1	ALMS1, centrosome and basal body associated protein pseudogene 1
ILMN_1715075	1.09e-01	3.96e-02	-2.06	-4.866432	-5.42e-02	NA		
ILMN_1705177	1.09e-01	3.96e-02	-2.06	-4.866592	-6.29e-02	223555932	DNAH14	dynein axonemal heavy chain 14
ILMN_1761474	1.09e-01	3.96e-02	2.06	-4.866798	1.63e-01	NA		
ILMN_1679348	1.09e-01	3.96e-02	-2.06	-4.86698	-5.10e-02	531990797	SPANXN5	SPANX family member N5
ILMN_1668822	1.09e-01	3.96e-02	-2.06	-4.867173	-1.85e-01	217416400	BATF	basic leucine zipper ATF-like transcription factor
ILMN_2342841	1.09e-01	3.96e-02	2.06	-4.867498	2.03e-01	300797512	AFTPH	aftiphilin
ILMN_1818192	1.09e-01	3.96e-02	-2.06	-4.867536	-7.27e-02	83148189		
ILMN_3310291	1.09e-01	3.96e-02	-2.06	-4.867686	-8.96e-02	262206214	MIR645	microRNA 645
ILMN_1712469	1.09e-01	3.96e-02	2.06	-4.867851	2.11e-01	225703126	GOLGA8A	golgin A8 family member A
ILMN_1671765	1.09e-01	3.96e-02	2.06	-4.867861	1.19e-01	751368124	TRIM35	tripartite motif containing 35
ILMN_1672582	1.09e-01	3.97e-02	-2.06	-4.868638	-6.90e-02	NA		
ILMN_2320391	1.09e-01	3.97e-02	-2.06	-4.868906	-4.23e-02	729719227	SLC45A2	solute carrier family 45 member 2
ILMN_1853210	1.09e-01	3.97e-02	-2.06	-4.869036	-6.86e-02	6085771		
ILMN_1810066	1.09e-01	3.97e-02	-2.06	-4.86914	-1.71e-01	NA		
ILMN_3288587	1.09e-01	3.97e-02	-2.06	-4.869142	-8.76e-02	NA		
ILMN_1669645	1.09e-01	3.97e-02	2.06	-4.869602	8.14e-02	205360953	PKD1	polycystin 1, transient receptor potential channel interacting
ILMN_3251672	1.09e-01	3.97e-02	-2.06	-4.86998	-4.02e-02	972775985	DSG2	desmoglein 2
ILMN_1871395	1.09e-01	3.97e-02	-2.06	-4.870067	-4.19e-02	82068159		
ILMN_1687506	1.09e-01	3.97e-02	-2.06	-4.870179	-5.83e-02	NA		
ILMN_1771156	1.09e-01	3.98e-02	-2.06	-4.870721	-5.01e-02	NA		
ILMN_2384544	1.09e-01	3.98e-02	2.06	-4.871167	1.75e-01	387848996	ADAM15	ADAM metallopeptidase domain 15
ILMN_1674782	1.09e-01	3.98e-02	-2.06	-4.8723	-6.62e-02	NA		
ILMN_2292334	1.09e-01	3.99e-02	-2.06	-4.872414	-5.45e-02	115529450	UBTF	upstream binding transcription factor, RNA polymerase I
ILMN_3232389	1.09e-01	3.99e-02	2.06	-4.872611	1.05e-02	541862388	PRR23D1	proline rich 23 domain containing 1
ILMN_1891311	1.09e-01	3.99e-02	2.06	-4.872828	5.46e-02	2784992		
ILMN_1659052	1.09e-01	3.99e-02	-2.06	-4.872843	-5.18e-02	NA		
ILMN_1705310	1.09e-01	3.99e-02	2.06	-4.872866	8.59e-02	56118213	VEZF1	vascular endothelial zinc finger 1
ILMN_1683121	1.09e-01	3.99e-02	-2.06	-4.872885	-4.02e-02	193083146	CYP2C18	cytochrome P450 family 2 subfamily C member 18
ILMN_2290877	1.09e-01	3.99e-02	-2.06	-4.873054	-8.68e-02	NA		
ILMN_1798530	1.09e-01	3.99e-02	-2.06	-4.873069	-4.39e-02	NA		
ILMN_1855592	1.09e-01	3.99e-02	-2.06	-4.873086	-8.29e-02	18981397		
ILMN_1803870	1.09e-01	3.99e-02	-2.06	-4.873142	-6.25e-02	197333743	CDK16	cyclin dependent kinase 16
ILMN_3240116	1.09e-01	3.99e-02	-2.06	-4.873549	-8.43e-02	93204859	SNORA59A	small nucleolar RNA, H/ACA box 59A
ILMN_2093343	1.09e-01	3.99e-02	2.06	-4.873668	1.56e-01	195222735	PLAC8	placenta specific 8
ILMN_1674997	1.10e-01	3.99e-02	-2.06	-4.874316	-7.39e-02	50054469	OR14C36	olfactory receptor family 14 subfamily C member 36
ILMN_3236443	1.10e-01	4.00e-02	-2.06	-4.874793	-1.21e-01	154813200	ALX1	ALX homeobox 1
ILMN_1790771	1.10e-01	4.00e-02	2.06	-4.875072	1.74e-01	NA		
ILMN_3209180	1.10e-01	4.00e-02	-2.06	-4.875323	-1.34e-01	NA		
ILMN_1754260	1.10e-01	4.00e-02	-2.06	-4.875455	-5.34e-02	62632711	NXF4	nuclear RNA export factor 4 pseudogene
ILMN_1815552	1.10e-01	4.00e-02	-2.06	-4.875712	-1.11e-01	399124758	NTAN1	N-terminal asparagine amidase
ILMN_1862889	1.10e-01	4.00e-02	-2.06	-4.875803	-6.45e-02	8362235		
ILMN_1804663	1.10e-01	4.00e-02	-2.06	-4.875889	-1.65e-01	357933592	THBS3	thrombospondin 3
ILMN_1750203	1.10e-01	4.00e-02	2.06	-4.876027	9.62e-02	NA		
ILMN_2048683	1.10e-01	4.00e-02	-2.06	-4.876482	-6.06e-02	209977045	FSCB	fibrous sheath CABYR binding protein
ILMN_1754757	1.10e-01	4.01e-02	2.06	-4.876803	1.67e-01	NA		
ILMN_1721940	1.10e-01	4.01e-02	-2.06	-4.877044	-6.29e-02	NA		
ILMN_3238435	1.10e-01	4.01e-02	-2.06	-4.877154	-1.76e-01	91680821	SNORA12	small nucleolar RNA, H/ACA box 12
ILMN_2173294	1.10e-01	4.01e-02	-2.06	-4.877818	-1.57e-01	347658947	THNSL2	threonine synthase like 2
ILMN_1740213	1.10e-01	4.01e-02	2.06	-4.878423	6.83e-02	157388946	ELOVL7	ELOVL fatty acid elongase 7
ILMN_1770293	1.10e-01	4.01e-02	-2.05	-4.878569	-6.32e-02	558472831	KLF5	Kruppel like factor 5
ILMN_1723822	1.10e-01	4.02e-02	-2.05	-4.878872	-9.93e-02	NA		
ILMN_1784946	1.10e-01	4.02e-02	2.05	-4.879568	1.64e-01	308737000	ORC3	origin recognition complex subunit 3
ILMN_1747471	1.10e-01	4.02e-02	-2.05	-4.880007	-3.09e-02	NA		
ILMN_1677764	1.10e-01	4.02e-02	-2.05	-4.880377	-4.73e-02	NA		
ILMN_1684534	1.10e-01	4.02e-02	-2.05	-4.880535	-5.09e-02	385251395	EPB41L1	erythrocyte membrane protein band 4.1 like 1
ILMN_1706413	1.10e-01	4.03e-02	2.05	-4.880842	1.31e-01	216548559	RRNAD1	ribosomal RNA adenine dimethylase domain containing 1
ILMN_1734740	1.10e-01	4.03e-02	2.05	-4.880954	1.42e-01	296317234	GPR65	G protein-coupled receptor 65
ILMN_1671416	1.10e-01	4.03e-02	-2.05	-4.881008	-6.31e-02	NA		
ILMN_1897725	1.10e-01	4.03e-02	-2.05	-4.881076	-6.31e-02	22824541	LOC101927421	uncharacterized LOC101927421
ILMN_3289074	1.10e-01	4.03e-02	-2.05	-4.881254	-5.83e-02	NA		
ILMN_1778377	1.10e-01	4.03e-02	-2.05	-4.881338	-2.20e-01	NA		
ILMN_1761540	1.10e-01	4.03e-02	-2.05	-4.881512	-7.35e-02	974005289	SEMA3F	semaphorin 3F
ILMN_1878882	1.10e-01	4.03e-02	-2.05	-4.8818	-7.05e-02	1191237		
ILMN_2052335	1.10e-01	4.03e-02	-2.05	-4.881867	-3.86e-02	4557778	MYOC	myocilin
ILMN_1704579	1.10e-01	4.03e-02	-2.05	-4.882838	-1.73e-01	597709764	ABCA13	ATP binding cassette subfamily A member 13
ILMN_1772137	1.10e-01	4.03e-02	-2.05	-4.882841	-4.22e-02	NA		
ILMN_3242416	1.10e-01	4.04e-02	2.05	-4.883035	1.27e-01	166091447	WASH3P	WAS protein family homolog 3 pseudogene
ILMN_2413251	1.10e-01	4.04e-02	2.05	-4.883064	1.70e-01	253970499	EWSR1	EWS RNA binding protein 1
ILMN_3282892	1.10e-01	4.04e-02	2.05	-4.88324	9.16e-03	NA		
ILMN_2228453	1.10e-01	4.04e-02	-2.05	-4.883452	-8.67e-02	256017138	CEP104	centrosomal protein 104
ILMN_1826566	1.10e-01	4.04e-02	-2.05	-4.883623	-4.31e-02	46920136	APBB2	amyloid beta precursor protein binding family B member 2
ILMN_1675082	1.10e-01	4.04e-02	-2.05	-4.883735	-6.21e-02	NA		
ILMN_1652580	1.11e-01	4.04e-02	2.05	-4.88417	9.61e-02	379030589	POLD1	DAN polymerase delta 1, catalytic subunit
ILMN_1711145	1.11e-01	4.04e-02	-2.05	-4.884269	-6.01e-02	NA		
ILMN_1654792	1.11e-01	4.04e-02	-2.05	-4.884438	-6.49e-02	NA		
ILMN_2050109	1.11e-01	4.04e-02	-2.05	-4.884532	-1.79e-01	6005763	GABARAP	GABA type A receptor-associated protein
ILMN_1745580	1.11e-01	4.04e-02	-2.05	-4.884811	-3.79e-02	226529626	ADAD1	adenosine deaminase domain containing 1
ILMN_1742738	1.11e-01	4.04e-02	-2.05	-4.884888	-5.24e-02	211938449	LURAP1	leucine rich adaptor protein 1
ILMN_1696118	1.11e-01	4.04e-02	-2.05	-4.884906	-6.91e-02	313760599	GTPBP10	GTP binding protein 10
ILMN_1792268	1.11e-01	4.05e-02	-2.05	-4.885049	-7.75e-02	NA		
ILMN_1916599	1.11e-01	4.05e-02	-2.05	-4.885322	-8.27e-02	34193468	LOC100133985	uncharacterized LOC100133985
ILMN_1767862	1.11e-01	4.05e-02	-2.05	-4.885503	-4.04e-02	NA		
ILMN_1900982	1.11e-01	4.05e-02	-2.05	-4.88555	-1.01e-01	23663292		
ILMN_1685767	1.11e-01	4.05e-02	-2.05	-4.885711	-4.19e-02	46255029	FAM3B	family with sequence similarity 3 member B
ILMN_1677228	1.11e-01	4.05e-02	-2.05	-4.885753	-1.43e-01	296317247	TMLHE	trimethyllysine hydroxylase, epsilon
ILMN_1764383	1.11e-01	4.05e-02	-2.05	-4.885943	-1.95e-01	260763972	MCOLN1	mucolipin 1
ILMN_1685798	1.11e-01	4.05e-02	-2.05	-4.886266	-7.49e-02	966751438	MAGEA6	MAGE family member A6
ILMN_2313330	1.11e-01	4.05e-02	-2.05	-4.886452	-6.16e-02	568599848	FAM98B	family with sequence similarity 98 member B
ILMN_1740523	1.11e-01	4.05e-02	2.05	-4.886679	4.81e-02	NA		
ILMN_1890741	1.11e-01	4.05e-02	-2.05	-4.886823	-6.56e-02	58568978		
ILMN_1752006	1.11e-01	4.05e-02	2.05	-4.886976	1.21e-02	663071139	COX18	COX18, cytochrome c oxidase assembly factor
ILMN_1826057	1.11e-01	4.05e-02	-2.05	-4.887035	-7.66e-02	82138089		
ILMN_1661645	1.11e-01	4.06e-02	-2.05	-4.887132	-5.39e-02	NA		
ILMN_3301343	1.11e-01	4.06e-02	2.05	-4.887215	2.03e-02	NA		
ILMN_1770425	1.11e-01	4.06e-02	-2.05	-4.887406	-1.23e-01	557440902	CDIPT	CDP-diacylglycerol--inositol 3-phosphatidyltransferase
ILMN_1722769	1.11e-01	4.06e-02	2.05	-4.888631	4.58e-02	310923204	UNG	uracil DNA glycosylase
ILMN_1689585	1.11e-01	4.06e-02	2.05	-4.888672	1.09e-01	365812531	C20orf194	chromosome 20 open reading frame 194
ILMN_1656137	1.11e-01	4.07e-02	-2.05	-4.889278	-4.41e-02	NA		
ILMN_1663059	1.11e-01	4.07e-02	-2.05	-4.889284	-7.68e-02	NA		
ILMN_1672680	1.11e-01	4.07e-02	-2.05	-4.889468	-7.18e-02	NA		
ILMN_1673152	1.11e-01	4.07e-02	-2.05	-4.889981	-6.40e-02	208609954	NRXN1	neurexin 1
ILMN_2187899	1.11e-01	4.07e-02	-2.05	-4.89013	-5.57e-02	NA		
ILMN_1775853	1.11e-01	4.07e-02	-2.05	-4.890174	-5.07e-02	74272283	MAGI1	membrane associated guanylate kinase, WW and PDZ domain containing 1
ILMN_2225709	1.11e-01	4.07e-02	2.05	-4.890258	1.54e-01	311893394	PTCD1	pentatricopeptide repeat domain 1
ILMN_1742380	1.11e-01	4.07e-02	-2.05	-4.890862	-6.19e-02	193211455	SPICE1	spindle and centriole associated protein 1
ILMN_2388397	1.11e-01	4.07e-02	-2.05	-4.890875	-9.25e-02	1007388218	LYPD1	LY6/PLAUR domain containing 1
ILMN_1683305	1.11e-01	4.08e-02	2.05	-4.89153	1.80e-01	302129647	COMMD2	COMM domain containing 2
ILMN_1669051	1.11e-01	4.08e-02	-2.05	-4.89263	-7.65e-02	NA		
ILMN_1747355	1.11e-01	4.08e-02	-2.05	-4.892799	-1.51e-01	612149802	CCL3L1	C-C motif chemokine ligand 3 like 1
ILMN_1697218	1.11e-01	4.08e-02	2.05	-4.892982	1.23e-01	525313594	MED22	mediator complex subunit 22
ILMN_1730963	1.11e-01	4.08e-02	-2.05	-4.892991	-3.61e-02	282165718	TTC24	tetratricopeptide repeat domain 24
ILMN_2402558	1.11e-01	4.09e-02	2.05	-4.893428	1.17e-01	323510646	ZHX1	zinc fingers and homeoboxes 1
ILMN_1846306	1.12e-01	4.09e-02	2.05	-4.89375	1.18e-01	21706999	LOC105379362	uncharacterized LOC105379362
ILMN_2375879	1.12e-01	4.09e-02	-2.05	-4.89388	-1.06e-01	284172448	VEGFA	vascular endothelial growth factor A
ILMN_1900457	1.12e-01	4.09e-02	-2.05	-4.893976	-8.84e-02	8360148	AKAIN1	A kinase (PRKA) anchor inhibitor 1
ILMN_1854412	1.12e-01	4.09e-02	-2.05	-4.894226	-6.58e-02	11682368		
ILMN_1747867	1.12e-01	4.09e-02	-2.05	-4.894397	-3.78e-02	236459369	NRG1	neuregulin 1
ILMN_1761409	1.12e-01	4.09e-02	2.05	-4.894898	8.67e-02	568384718	ZKSCAN7	zinc finger with KRAB and SCAN domains 7
ILMN_1707469	1.12e-01	4.09e-02	-2.05	-4.894996	-5.45e-02	NA		
ILMN_3248164	1.12e-01	4.10e-02	-2.05	-4.895357	-7.33e-02	NA		
ILMN_1800451	1.12e-01	4.10e-02	-2.05	-4.895934	-1.38e-01	38146093	MED16	mediator complex subunit 16
ILMN_1687266	1.12e-01	4.10e-02	2.05	-4.896084	1.44e-01	334085263	TMEM191B	transmembrane protein 191B
ILMN_1902094	1.12e-01	4.10e-02	2.05	-4.896157	5.68e-02	4983826	LOC100130745	uncharacterized LOC100130745
ILMN_1677834	1.12e-01	4.10e-02	-2.05	-4.896351	-6.54e-02	NA		
ILMN_1846922	1.12e-01	4.10e-02	2.05	-4.896868	1.59e-01	NA		
ILMN_2413780	1.12e-01	4.10e-02	-2.05	-4.89691	-3.94e-02	343183397	SEZ6L2	seizure related 6 homolog like 2
ILMN_1681777	1.12e-01	4.11e-02	2.05	-4.89752	1.37e-02	1002399432	SHROOM2	shroom family member 2
ILMN_1796484	1.12e-01	4.11e-02	2.05	-4.897721	4.30e-02	NA		
ILMN_1719530	1.12e-01	4.11e-02	-2.05	-4.89807	-3.65e-02	NA		
ILMN_1740389	1.12e-01	4.11e-02	-2.05	-4.89835	-6.23e-02	751368124	TRIM35	tripartite motif containing 35
ILMN_2094262	1.12e-01	4.11e-02	2.05	-4.898699	8.43e-02	56549661	AMY1B	amylase, alpha 1B (salivary)
ILMN_1778318	1.12e-01	4.11e-02	-2.04	-4.898957	-7.73e-02	221136817	VSIG10	V-set and immunoglobulin domain containing 10
ILMN_1774272	1.12e-01	4.12e-02	2.04	-4.899873	1.25e-01	540344534	ESRRA	estrogen related receptor alpha
ILMN_1728115	1.12e-01	4.12e-02	-2.04	-4.900309	-6.07e-02	NA		
ILMN_1678423	1.12e-01	4.12e-02	-2.04	-4.90048	-1.03e-01	221316733	SPA17	sperm autoantigenic protein 17
ILMN_2135991	1.12e-01	4.12e-02	2.04	-4.900489	6.23e-02	529250117	CNEP1R1	CTD nuclear envelope phosphatase 1 regulatory subunit 1
ILMN_1681979	1.12e-01	4.12e-02	-2.04	-4.900877	-6.06e-02	193083181	KDM4B	lysine demethylase 4B
ILMN_1731107	1.12e-01	4.12e-02	2.04	-4.901036	1.47e-01	756398270	CCDC92	coiled-coil domain containing 92
ILMN_1710177	1.12e-01	4.12e-02	-2.04	-4.901213	-1.17e-01	NA		
ILMN_1810051	1.12e-01	4.12e-02	-2.04	-4.901231	-5.58e-02	565324187	EPB41L4B	erythrocyte membrane protein band 4.1 like 4B
ILMN_1670001	1.12e-01	4.13e-02	-2.04	-4.901975	-6.04e-02	NA		
ILMN_2077160	1.12e-01	4.13e-02	-2.04	-4.902088	-4.70e-02	1001184419	CARNMT1	carnosine N-methyltransferase 1
ILMN_3211963	1.12e-01	4.13e-02	2.04	-4.902339	2.78e-02	NA		
ILMN_1688126	1.12e-01	4.13e-02	-2.04	-4.902452	-6.37e-02	NA		
ILMN_1761445	1.13e-01	4.13e-02	-2.04	-4.902841	-5.65e-02	306922419	TPBGL	trophoblast glycoprotein-like
ILMN_1772814	1.13e-01	4.13e-02	2.04	-4.902894	9.15e-02	149408125	NLK	nemo like kinase
ILMN_1673667	1.13e-01	4.13e-02	-2.04	-4.902939	-5.23e-02	NA		
ILMN_1833876	1.13e-01	4.13e-02	-2.04	-4.903375	-5.11e-02	18995005		
ILMN_1672759	1.13e-01	4.14e-02	-2.04	-4.903815	-1.44e-01	398303801	MCU	mitochondrial calcium uniporter
ILMN_1668651	1.13e-01	4.14e-02	-2.04	-4.904144	-3.94e-02	21618324	FOXE1	forkhead box E1
